name,englishName,minPlayers,maxPlayers,minPlayTime,maxPlayTime,rating,ratingCount,learningComplexity,strategyComplexity,complexityVotes,isExpansion,code,atlasID,atlasURL,thumbnail,
Animal Upon Animal,Animal Upon Animal,2,4,15,15,3.37079646,113,0,0,0,FALSE,4010168046457,klGlWbHJyb,https://www.boardgameatlas.com/game/klGlWbHJyb/animal-upon-animal,http://cdn.shopify.com/s/files/1/1704/1809/products/4e735794b24cddccb5b92f83f07eb1731e00aae8_1024x1024.jpg?v=1610579370,
エセ芸術家ニューヨークへ行く,A Fake Artist Goes to New York,5,10,20,20,3.50940367,109,1,1,1,FALSE,4571394090138,E4xFsTbJiG,https://www.boardgameatlas.com/game/E4xFsTbJiG/a-fake-artist-goes-to-new-york,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541180940487,
カルカソンヌ2 -原始の営み-,Carcassonne: Hunters & Gatherers,2,5,30,45,3.447247706,109,0,0,0,FALSE,4001504481346,lPmrDkMTBX,https://www.boardgameatlas.com/game/lPmrDkMTBX/carcassonne-hunters-and-gatherers-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1629324930914.jpg,
Augustus,Rise of Augustus,2,6,30,30,3.156276063,109,0,0,0,FALSE,7612577103003,XSoEw9SkAI,https://www.boardgameatlas.com/game/XSoEw9SkAI/rise-of-augustus,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257640973-51tXibtXepL.jpg,
グレンモア,Glen More,2,5,45,70,3.645327103,107,0,0,0,FALSE,4005556269365,UlpHuSfXAw,https://www.boardgameatlas.com/game/UlpHuSfXAw/glen-more-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257608057-41j9UHvAKIL.jpg,
Onirim,Onirim,1,2,15,15,3.073831776,107,3,2,1,FALSE,681706040639,w0NihupjSx,https://www.boardgameatlas.com/game/w0NihupjSx/onirim,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1578023712780,
Race for the Galaxy: The Gathering Storm,Race for the Galaxy: The Gathering Storm,1,5,30,75,3.89952381,105,0,0,0,TRUE,655132003636,85oBUmnHRW,https://www.boardgameatlas.com/game/85oBUmnHRW/race-for-the-galaxy-the-gathering-storm-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1629322985651.jpg,
ニューヨーク1901,New York 1901,2,4,30,60,3.272727273,99,2,3,1,FALSE,3770000904345,RedQu6t5JD,https://www.boardgameatlas.com/game/RedQu6t5JD/new-york-1901-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257441405-61PZIKOcfBL.jpg,
Shadow Hunters,Shadow Hunters,4,8,45,60,3.065353535,99,2,1.5,2,FALSE,4582208130018,Qg93YtpycK,https://www.boardgameatlas.com/game/Qg93YtpycK/shadow-hunters-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258094785-61N4fMitPfL.jpg,
ドミニオン　錬金術,Dominion: Alchemy,2,4,24,30,3.295238095,98,0,0,0,TRUE,4981932020723,Ss9AWHi4zD,https://www.boardgameatlas.com/game/Ss9AWHi4zD/dominion-alchemy-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1571693449786,
ポンペイ滅亡,The Downfall of Pompeii,2,4,45,150,3.448342803,96,0,0,0,FALSE,29877041251,QvLef7AYCX,https://www.boardgameatlas.com/game/QvLef7AYCX/the-downfall-of-pompeii,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541191049089,
In The Year Of The Dragon,In the Year of the Dragon,2,5,75,90,3.518421053,95,0,0,0,FALSE,655132003483,qNh8n6rojC,https://www.boardgameatlas.com/game/qNh8n6rojC/in-the-year-of-the-dragon,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1604597393755,
ニューヨーク・スライス,New York Slice,2,6,30,45,3.345108696,92,0,0,0,FALSE,4542325407110,cuPy8mJUdR,https://www.boardgameatlas.com/game/cuPy8mJUdR/new-york-slice,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255092867-512f7vhKL0L.jpg,
キャッシュ&ガンズ,Ca$h 'n Gun$,4,6,30,30,3.0625,92,0,0,0,FALSE,5425016922736,hh7SfmHVdp,https://www.boardgameatlas.com/game/hh7SfmHVdp/cah-n-gun,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1543388473591,
テーベ,Thebes,,,,,3.523851648,91,0,0,0,FALSE,4542325310007,8pL1hViz7A,https://www.boardgameatlas.com/game/8pL1hViz7A/thebes,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257265681-61z3S2A2BE0L.jpg,
ブラッディ・イン,The Bloody Inn,1,4,60,75,3.471116667,90,0,0,0,FALSE,3558380032403,jRrPiF4ATF,https://www.boardgameatlas.com/game/jRrPiF4ATF/the-bloody-inn,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254934478-51p2BKEKvwHL.jpg,
Small World Underground,Small World: Underground,2,5,40,80,3.422222222,90,0,0,0,FALSE,824968726990,fOHzVVFf13,https://www.boardgameatlas.com/game/fOHzVVFf13/small-world-underground,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255098802-616j4kx32RL.jpg,
シドマイヤーズ シヴィライゼーション:新たな夜明け,Civilization: A New Dawn,2,4,60,120,3.585318182,88,0,0,0,FALSE,4981932023991,Oz9RDjiS8j,https://www.boardgameatlas.com/game/Oz9RDjiS8j/civilization-a-new-dawn,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255042180-51o1XaPvLGL.jpg,
Macao,Macao,,,,,3.601724138,87,0,0,0,FALSE,4005556269136,UPodZGkoS0,https://www.boardgameatlas.com/game/UPodZGkoS0/macao,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257606362-51oEHyKdN9L.jpg,
オセロ,Othello,2,2,30,45,2.885294118,85,2,3,2,FALSE,4975430012724,AON6lRpbad,https://www.boardgameatlas.com/game/AON6lRpbad/othello,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559256427711-51vlkFJ7dSL.jpg,
K2,K2,1,5,30,60,3.553279762,84,0,0,0,FALSE,4580215111020,nlnpG2WRE9,https://www.boardgameatlas.com/game/nlnpG2WRE9/k2,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1543422118476,
コロッサル・アリーナ,Colossal Arena,2,5,60,60,3.233766234,77,0,0,0,FALSE,4981932020549,e3EB7G2BE5,https://www.boardgameatlas.com/game/e3EB7G2BE5/colossal-arena,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257718780-51Y5fJfrz7L.jpg,
サンダーストーン,Thunderstone,2,5,45,80,3.232236842,76,0,0,0,FALSE,4542325405208,p4FQtHbX85,https://www.boardgameatlas.com/game/p4FQtHbX85/thunderstone,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257855259-41MHqfoZ7eL.jpg,
トーレス,Torres,2,4,60,90,3.392567568,74,0,0,0,FALSE,4005556272082,kHWKPeP3Xn,https://www.boardgameatlas.com/game/kHWKPeP3Xn/torres,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254179056-51HKE9RW48L.jpg,
Medieval Academy,Medieval Academy,2,5,30,30,3.207191781,73,0,0,0,FALSE,3760175512452,R4Lps8yyhu,https://www.boardgameatlas.com/game/R4Lps8yyhu/medieval-academy,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254915322-61JB3PbTHeL.jpg,
CUBA,Cuba,2,5,75,120,3.305072464,69,0,0,0,FALSE,4260070350115,ZWyflOVOmp,https://www.boardgameatlas.com/game/ZWyflOVOmp/cuba,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257679131-510vEyb6r0L.jpg,
ルナ,Luna,1,4,60,100,3.887573005,67,0,0,0,FALSE,681706070698,WabPfVLtwx,https://www.boardgameatlas.com/game/WabPfVLtwx/luna,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1592664398553,
エンデバー,Endeavor,3,5,90,90,3.597014925,67,0,0,0,FALSE,4981932020631,MAHn7ZwtpC,https://www.boardgameatlas.com/game/MAHn7ZwtpC/endeavor,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257487069-61I85SpYmEL.jpg,
ナイアガラ Niagara,Niagara,3,5,30,45,3.159452736,67,1,3,1,FALSE,4015682249001,pgyDnHPz1G,https://www.boardgameatlas.com/game/pgyDnHPz1G/niagara-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/userfiles/1648433824090-game_box.jpg,
ブロックス　デュオ,Blokus Duo,2,2,15,15,3.24375,64,0,0,0,FALSE,27084803341,H29lsC6Bjn,https://www.boardgameatlas.com/game/H29lsC6Bjn/blokus-duo-two-player-strategy-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559256764302-51i2BN4flzGL.jpg,
ドミニオン　異郷,Dominion: Hinterlands,2,4,30,45,3.912244898,63,0,0,0,TRUE,4981932021003,AkBOaFyWk6,https://www.boardgameatlas.com/game/AkBOaFyWk6/dominion-hinterlands-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255002978-61PRT29wM2BL.jpg,
ドミニオン　収穫祭,Dominion: Cornucopia,2,4,30,30,3.709722222,63,0,0,0,TRUE,4981932020891,nDHAM5B2sP,https://www.boardgameatlas.com/game/nDHAM5B2sP/dominion-cornucopia,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257839046-51FOPMavIVL.jpg,
エルフェンランド Elfenland,Elfenland,2,6,60,60,3.315873016,63,0,0,0,FALSE,4007396083002,YZYf5ea74i,https://www.boardgameatlas.com/game/YZYf5ea74i/elfenland,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257652892-519TJK8AFML.jpg,
テラフォーミング・マーズ拡張 ヴィーナス・ネクスト,Terraforming Mars: Venus Next,1,5,90,120,3.642366071,56,3,3,1,TRUE,4542325315224,ygzsA7wRGq,https://www.boardgameatlas.com/game/ygzsA7wRGq/terraforming-mars-venus-next,https://cdn.shopify.com/s/files/1/2952/5332/products/91QmRtlLH9L._AC_SL1500.jpg?v=1614249875,
abalone,Abalone,2,2,30,30,2.838497899,56,0,0,0,FALSE,4001504490973,sWIO4yfzJB,https://www.boardgameatlas.com/game/sWIO4yfzJB/abalone,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255094769-519pLUhyKdL.jpg,
宝石の煌き: 都市,Splendor: Cities of Splendor Expansion,2,4,30,60,3.54,55,0,0,0,TRUE,4981932023397,RROrFh9dPO,https://www.boardgameatlas.com/game/RROrFh9dPO/splendor-cities-of-splendor-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254196756-51lZ6RRBm7L.jpg,
カタンの開拓者たち　サイコロ,Catan Dice Game,1,4,15,15,2.672727273,55,2.5,1.5,2,FALSE,4002051699109,gnv8PYIV3A,https://www.boardgameatlas.com/game/gnv8PYIV3A/catan-dice-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545159442951,
Race for the Galaxy: Rebel vs Imperium,Race for the Galaxy: Rebel vs Imperium,1,6,60,75,3.849056604,53,0,0,0,TRUE,655132003865,IkCiINPiF2,https://www.boardgameatlas.com/game/IkCiINPiF2/race-for-the-galaxy-rebel-vs-imperium-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254693282-51Upbp8gmjL.jpg,
Q.E.,Q.E.,3,5,45,45,3.757603774,53,2,3,1,FALSE,4573538060052,jOr4mS1C4H,https://www.boardgameatlas.com/game/jOr4mS1C4H/qe,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1637617647040,
あやつり人形拡張セット 暗黒の王,Citadels:  The Dark City,2,8,60,60,3.438005391,53,0,0,0,TRUE,4001504481469,hDyzXWsTHg,https://www.boardgameatlas.com/game/hDyzXWsTHg/citadels--the-dark-city,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545164454397,
コズミック・エンカウンター拡張セット 銀河強襲,Cosmic Encounter: Cosmic Incursion Expansion,3,6,90,120,3.822916667,48,3,3,1,TRUE,4542325402030,Orr9pXvEaP,https://www.boardgameatlas.com/game/Orr9pXvEaP/cosmic-encounter-cosmic-incursion-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1629321147224.png,
ARKADIA,Arkadia,2,4,45,60,3.333333333,48,0,0,0,FALSE,4005556264339,rUevZTeOtr,https://www.boardgameatlas.com/game/rUevZTeOtr/arkadia,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257572628-51bOET0gv8L.jpg,
ハンザ Hansa,Hansa,2,4,60,60,3.3125,48,0,0,0,FALSE,4011898040418,AtVwBGBOGl,https://www.boardgameatlas.com/game/AtVwBGBOGl/hansa,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257285294-5135D5EBHKL.jpg,
シドマイヤーズ シヴィライゼーション：ボードゲーム,Civilization,2,7,360,360,3.708085106,47,0,0,0,FALSE,9781589949355,SrgH7JrRiX,https://www.boardgameatlas.com/game/SrgH7JrRiX/civilization,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254986388-41kLo88kJnL.jpg,
RuneBound,Runebound (Third Edition),2,4,120,180,3.43173913,46,0,0,0,FALSE,4542325400012,RsQzuBzeZ4,https://www.boardgameatlas.com/game/RsQzuBzeZ4/runebound-third-edition,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255053274-61QPP4eSZXL.jpg,
ダンジョンクエスト,DungeonQuest (third edition),1,4,90,90,3.161111111,45,0,0,0,FALSE,4542325401156,Kx0FzgekDA,https://www.boardgameatlas.com/game/Kx0FzgekDA/dungeonquest-third-edition,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1575511050451,
Ubongo,Ubongo,1,4,25,25,3.489534884,43,0,0,0,FALSE,681706070155,A9YCc2uU1Y,https://www.boardgameatlas.com/game/A9YCc2uU1Y/ubongo,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1579041353829,
KASHGAR,Kashgar: Merchants of the Silk Road,2,4,45,60,3.624390244,41,0,0,0,FALSE,4002051691899,Q0SWcBlkwN,https://www.boardgameatlas.com/game/Q0SWcBlkwN/kashgar-merchants-of-the-silk-road,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1540097785665,
お邪魔者2,Saboteur 2,2,12,30,45,3.175,40,3,3,1,TRUE,4580215110115,Q4V6cZwJK9,https://www.boardgameatlas.com/game/Q4V6cZwJK9/saboteur-2,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1592846148568,
ドミニオン  冒険,Dominion: Adventures,2,4,30,45,4.028205128,39,0,0,0,TRUE,4981932021966,dczScH3hP6,https://www.boardgameatlas.com/game/dczScH3hP6/dominion-adventures-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255090038-51jQp2zBzYL.jpg,
ドミニオン ギルド,Dominion: Guilds,2,4,30,30,3.830128205,39,0,0,0,TRUE,4981932021270,5UFbqOMmX2,https://www.boardgameatlas.com/game/5UFbqOMmX2/dominion-guilds-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257216238-51n6nLdt98L.jpg,
テラフォーミング・マーズ拡張 コロニーズ,Terraforming Mars: Colonies,1,5,90,120,4.012434211,38,3,3,1,TRUE,4542325315248,x1IU2t8NBx,https://www.boardgameatlas.com/game/x1IU2t8NBx/terraforming-mars-colonies,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1618417771429,
ストラグル・オブ・エンパイア,Struggle of Empires,2,7,180,210,3.368421053,38,0,0,0,FALSE,4542325406069,iXCBzvMqtt,https://www.boardgameatlas.com/game/iXCBzvMqtt/struggle-of-empires-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1609391514906,
バスコ・ダ・ガマ,Vasco Da Gama,2,4,60,120,3.25,38,0,0,0,FALSE,8032998040074,pInDr4H3nm,https://www.boardgameatlas.com/game/pInDr4H3nm/vasco-da-gama,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258007785-51EOxmcp8-L.jpg,
Khet,Khet: The Laser Game,2,2,20,20,2.905405405,37,0,0,0,FALSE,689076989299,Bqj1o4Nm0k,https://www.boardgameatlas.com/game/Bqj1o4Nm0k/khet-laser-game-20--khet-laser-game-20,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1612371252393,
王への請願,To Court the King,2,5,45,45,2.986111111,36,0,0,0,FALSE,4571398990205,tnXplx9ANT,https://www.boardgameatlas.com/game/tnXplx9ANT/to-court-the-king,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257924237-51G1v-qNkTL.jpg,
Race for the Galaxy: The Brink of War,Race for the Galaxy: The Brink of War,1,6,60,75,3.592857143,35,0,0,0,TRUE,655132004169,ekLugJBsuw,https://www.boardgameatlas.com/game/ekLugJBsuw/race-for-the-galaxy-the-brink-of-war-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1629322990555.jpg,
テラミスティカ：拡張 氷と炎,Terra Mystica: Fire & Ice,2,5,90,120,4.139705882,34,0,0,0,TRUE,4560450500124,hYAzLYWwFa,https://www.boardgameatlas.com/game/hYAzLYWwFa/terra-mystica-fire--ice-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255100561-51pkegc8zqL.jpg,
Villa Paletti,Villa Paletti,2,4,30,30,3.183823529,34,0,0,0,FALSE,4015682200132,v3IEy7RMan,https://www.boardgameatlas.com/game/v3IEy7RMan/villa-paletti,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1543425652481,
カタン アメリカの開拓者たち,Catan Histories: Settlers of America Trails to Rails,3,4,120,120,3.174242424,33,0,0,0,FALSE,29877032037,6ZfddWsNPT,https://www.boardgameatlas.com/game/6ZfddWsNPT/catan-histories-settlers-of-america-trails-to-rails,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257253081-61zg5-7yZzL.jpg,
ブルームーン：レジェンド,Blue Moon Legends,2,2,30,30,3.6440625,32,0,0,0,FALSE,4981932021522,SFE6aZ3hOO,https://www.boardgameatlas.com/game/SFE6aZ3hOO/blue-moon-legends,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258029529-61XtSMtsXHL.jpg,
バロニィ,Barony,2,4,45,45,3.51703125,32,0,0,0,FALSE,3760146642072,4cRznpEsDg,https://www.boardgameatlas.com/game/4cRznpEsDg/barony,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257210680-51HkeHsBuJL.jpg,
HISTORY OF THE WORLD,History of the World,3,6,135,270,3.513125,32,0,0,0,FALSE,76930401965,WmUbfEjcT4,https://www.boardgameatlas.com/game/WmUbfEjcT4/history-of-the-world,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1576802588203,
Asara,Asara,2,4,45,45,3.3515625,32,2,3,1,FALSE,4005556265305,aUxC8BazqQ,https://www.boardgameatlas.com/game/aUxC8BazqQ/asara,https://s3-us-west-1.amazonaws.com/5cc.images/games/userfiles/1649357480197-Asara_1024x1024@2x.jpg,
ペンタゴ,Pentago,2,2,5,5,3.1984375,32,0,0,0,FALSE,7350023020510,NmpDUK2glo,https://www.boardgameatlas.com/game/NmpDUK2glo/pentago-strategy-game-travel-edition,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254801265-51LoGN2mU9L.jpg,
Seeland,Seeland,2,4,45,60,3.125,32,0,0,0,FALSE,4005556265169,qJb1qIM8R6,https://www.boardgameatlas.com/game/qJb1qIM8R6/seeland,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1605379702542,
PayDay,Payday,2,6,30,30,2.1640625,32,1,1,1,FALSE,73000000264,XoD4IPakPb,https://www.boardgameatlas.com/game/XoD4IPakPb/winning-moves-games-payday,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254453271-51JzgAhwAML.jpg,
ケルト ドイツ語版,Keltis,2,4,30,45,3.233870968,31,0,0,0,FALSE,4002051690359,0EOKG0Blko,https://www.boardgameatlas.com/game/0EOKG0Blko/keltis,https://s3-us-west-1.amazonaws.com/5cc.images/games/userfiles/1635638848267-111.jpg,
Alea Iacta Est,Alea Iacta Est,2,5,60,60,3.077419355,31,0,0,0,FALSE,4005556269358,rbrf8eU7PQ,https://www.boardgameatlas.com/game/rbrf8eU7PQ/games-alea-lacta-est,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258005253-51is2vCI2BdL.jpg,
ストーンエイジ 文明への第一歩,Stone Age: The Expansion,2,5,60,90,2.95935,30,0,0,0,FALSE,4001504482237,wzzMD6IGC5,https://www.boardgameatlas.com/game/wzzMD6IGC5/stone-age-the-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1592048926036,
翠色の習作,A Study in Emerald,2,5,90,90,3.433333333,30,0,0,0,FALSE,4542325311905,JBQPZrO0yC,https://www.boardgameatlas.com/game/JBQPZrO0yC/a-study-in-emerald,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1643154010582,
スティーブンソンロケット,Stephenson's Rocket,2,4,60,60,3.341666667,30,2,3,1,FALSE,9783930635269,lB7BOulGnq,https://www.boardgameatlas.com/game/lB7BOulGnq/stephensons-rocket,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541201162362,
Auf heller und Pfennig,Kingdoms,2,4,15,45,3.325,30,0,0,0,FALSE,4001504481063,JnQcd31IR4,https://www.boardgameatlas.com/game/JnQcd31IR4/reiner-knizias-kingdoms,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1629322950414.jpg,
キングダム,Kingdoms,2,4,15,45,3.325,30,0,0,0,FALSE,4542325404157,JnQcd31IR4,https://www.boardgameatlas.com/game/JnQcd31IR4/reiner-knizias-kingdoms,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1629322950414.jpg,
ブロックス トライゴン,Blokus Trigon,2,4,20,20,3.318965517,29,0,0,0,FALSE,4977524481751,loUzIZi6ju,https://www.boardgameatlas.com/game/loUzIZi6ju/blokus-trigon-amazon-exclusive,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254034770-51odyAknUqL.jpg,
ドミニオン 帝国,Dominion: Empires,2,6,20,30,4.147321429,28,0,0,0,TRUE,4981932022628,ddTWVb4AaY,https://www.boardgameatlas.com/game/ddTWVb4AaY/dominion-empires-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255090038-61N3qrJCs2L.jpg,
Summoner wars,Summoner Wars: Guild Dwarves vs Cave Goblins,2,4,30,45,3.700357143,28,0,0,0,FALSE,753182231518,MZ2vpUOBmk,https://www.boardgameatlas.com/game/MZ2vpUOBmk/summoner-wars-guild-dwarves-vs-cave-goblins,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255042181-51tCCnanWTL.jpg,
WARHAMMER INVASION The card game,Warhammer: Invasion,2,2,45,45,3.416071429,28,0,0,0,FALSE,9781589946682,PSHKGnyiWG,https://www.boardgameatlas.com/game/PSHKGnyiWG/warhammer-invasion-core-set,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257531109-51jBmHTXd-L.jpg,
黄金の島イスラ・ドラーダ,Isla Dorada,3,6,60,60,3.241071429,28,0,0,0,FALSE,4542325401170,tZFEUEY6qQ,https://www.boardgameatlas.com/game/tZFEUEY6qQ/isla-dorada,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257922471-51Vvn7yghcL.jpg,
Take it easy!,Take It Easy!,1,8,20,30,3.178571429,28,0,0,0,FALSE,4005556272518,KCPBX6sXy5,https://www.boardgameatlas.com/game/KCPBX6sXy5/take-it-easy-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254911429-51H20O-bXiL.jpg,
斬 -サムライソード-,Samurai Sword,3,7,20,40,2.803571429,28,0,0,0,FALSE,4981932021171,mdDGkoAerI,https://www.boardgameatlas.com/game/mdDGkoAerI/samurai-sword-bang,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254851976-51eik7o2BxZL.jpg,
ヨミ,Yomi: Complete First Edition,2,2,30,30,3.648148148,27,0,0,0,FALSE,853183002022,dgmOZuslMH,https://www.boardgameatlas.com/game/dgmOZuslMH/yomi-complete-first-edition,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257718781-51oBoYOXVVL.jpg,
Warrior Knights,Warrior Knights,,,,,3.096153846,26,0,0,0,FALSE,5011921002177,VhTBSoXfsS,https://www.boardgameatlas.com/game/VhTBSoXfsS/warrior-knights,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257601723-51JOn63AAxL.jpg,
オリンポス 多言語版,Olympos,2,5,45,90,3.019230769,26,0,0,0,FALSE,3558380011798,0g1jB0VFth,https://www.boardgameatlas.com/game/0g1jB0VFth/olympos,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257170700-41lQjTtMEsL.jpg,
ブラックストーリーズ,Black Stories,2,15,20,20,2.961538462,26,0,0,0,FALSE,4571398990113,tqtyyO6W1k,https://www.boardgameatlas.com/game/tqtyyO6W1k/black-stories,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254621297-414z7hOmzML.jpg,
王と枢機卿,Web of Power,3,5,50,60,3.56,25,0,0,0,FALSE,4006592696573,lc5gLpSzFf,https://www.boardgameatlas.com/game/lc5gLpSzFf/web-of-power,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545457499894,
Morgenland,Aladdin's Dragons,3,5,60,90,3.270833333,24,0,0,0,FALSE,4001504481223,oXoKYWZYb0,https://www.boardgameatlas.com/game/oXoKYWZYb0/aladdins-dragons,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545451894598,
Ugg-Tect,Ugg-Tect,2,8,45,45,3.204545455,22,0,0,0,FALSE,4015566000568,g4wvQsvgNr,https://www.boardgameatlas.com/game/g4wvQsvgNr/uggtect,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257758738-613cudPIIcL.jpg,
ドミニオン 夜想曲,Dominion: Nocturne,2,6,20,30,3.904761905,21,0,0,0,TRUE,4981932023571,Kz5nVlZtJG,https://www.boardgameatlas.com/game/Kz5nVlZtJG/dominion-nocturne-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255024009-61gMcVXriVL.jpg,
UM REIFENBREITE,Um Reifenbreite,2,4,60,90,3.380952381,21,0,0,0,FALSE,8710126035542,FUywd5aOgB,https://www.boardgameatlas.com/game/FUywd5aOgB/um-reifenbreite,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1546145875775,
ツタンカーメン,Tutankhamen,2,6,30,30,2.6,20,0,0,0,FALSE,4007396034004,yVR8pB2HxE,https://www.boardgameatlas.com/game/yVR8pB2HxE/out-of-the-box-tutankhamen-by,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257979673-41XhHBt1p9L.jpg,
クトゥルフ・ダイス,Cthulhu Dice,2,6,5,5,2.4,20,0,0,0,FALSE,4534966922022,cPZ8oOzPxS,https://www.boardgameatlas.com/game/cPZ8oOzPxS/cthulhu-dice,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258049195-511oNnLF2B1L.jpg,
アンロック! ミステリーアドベンチャー,Unlock! Mystery Adventures,2,6,45,75,3.561416667,18,0,0,0,FALSE,4981932023441,I2B4vinvSO,https://www.boardgameatlas.com/game/I2B4vinvSO/unlock-mystery-adventures,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1631796415633,
